Customer_ID,Gender,Age,Emirate,Foot_Length_cm,Foot_Width_cm,Arch_Height,Shoe_Size_UAE,Preferred_Style,Color_Preference,Customization_Option,Material_Preference,Shopping_Channel,Virtual_TryOn_Score,Ordered,Delivery_Time_days,Fit_Satisfaction_Score,Comfort_Score,Return_Flag,Plus_Size
7143,F,40,Ajman,20.8,9.9,Normal,34,Loafers,Black,Embroidery,Vegan,Online,0.96,Y,8,4,4,N,N
7144,M,38,Dubai,26.1,10.9,Normal,39,Loafers,Pink,None,Mesh,Online,0.91,Y,8,5,5,N,N
7145,F,36,Dubai,24.0,9.0,Normal,36,Heels,Gold,Wide Fit,Vegan,Online,0.92,Y,3,3,3,N,N
7146,M,35,Dubai,29.7,10.5,Normal,42,Heels,Silver,Wide Fit,Canvas,Online,0.84,Y,10,3,1,Y,N
7147,F,58,Fujairah,22.8,8.9,Low,37,Sneakers,White,Embroidery,Synthetic,Online,0.83,Y,8,5,3,N,N
7148,F,28,Dubai,23.8,9.4,Normal,37,Boots,Blue,None,Synthetic,Online,0.98,Y,9,5,5,N,N
7149,M,48,Dubai,30.1,11.0,Normal,45,Boots,Silver,None,Vegan,Online,0.97,Y,9,2,2,N,Y
7150,F,50,Fujairah,23.7,9.6,High,36,Sandals,Beige,None,Vegan,Online,0.97,Y,8,2,2,Y,N
7151,M,24,Dubai,25.2,9.6,Normal,38,Heels,Brown,Vegan Material,Leather,Online,0.88,Y,6,4,4,N,N
7152,F,34,Sharjah,25.4,9.3,Normal,36,Heels,Silver,Glitter,Leather,Online,0.97,Y,7,1,1,N,N
7153,M,27,Dubai,28.0,10.3,Normal,40,Sneakers,Pink,Wide Fit,Synthetic,Online,0.94,Y,8,4,4,N,N
7154,M,46,Dubai,28.2,11.2,Normal,43,Loafers,Pink,Glitter,Synthetic,Online,0.87,N,3,4,4,N,N
7155,F,22,Abu Dhabi,23.2,10.7,Normal,35,Sandals,Blue,Wide Fit,Vegan,Offline,0.81,Y,5,3,3,N,N
7156,M,44,Abu Dhabi,30.5,11.2,High,42,Sports,Beige,None,Vegan,Online,0.98,Y,8,3,3,N,N
7157,F,21,Abu Dhabi,24.4,9.5,Normal,38,Sneakers,Red,Initials,Canvas,Online,0.98,Y,7,1,1,Y,N
7158,F,58,Ajman,22.6,9.8,Low,36,Sneakers,White,Wide Fit,Synthetic,Offline,0.97,Y,10,4,4,N,N
7159,F,45,Dubai,23.8,9.6,High,38,Sandals,Gold,Initials,Canvas,Online,0.85,Y,4,3,3,N,N
7160,F,60,Dubai,24.9,9.4,High,38,Loafers,Silver,Wide Fit,Vegan,Online,0.87,Y,3,5,3,N,N
7161,F,49,Dubai,24.5,10.1,Normal,39,Sandals,White,Initials,Synthetic,Online,0.91,Y,3,4,4,N,N
7162,F,47,Sharjah,25.9,10.3,Normal,40,Sneakers,Green,None,Mesh,Online,0.88,Y,10,5,5,N,N
7163,M,49,Dubai,26.4,11.6,Normal,39,Sports,Gold,Vegan Material,Mesh,Online,0.97,N,9,5,5,N,N
7164,M,20,Fujairah,23.6,9.9,Normal,36,Sneakers,Green,None,Synthetic,Offline,0.98,Y,5,5,5,N,N
7165,M,53,Abu Dhabi,27.5,10.7,Low,40,Loafers,Gold,None,Vegan,Online,0.98,Y,10,4,4,N,N
7166,F,26,Dubai,23.1,9.8,Normal,34,Sandals,Gold,None,Vegan,Online,0.82,Y,7,4,4,N,N
7167,M,40,Dubai,25.3,12.1,High,39,Sneakers,Black,Glitter,Synthetic,Online,0.82,Y,10,3,3,N,N
7168,M,45,Abu Dhabi,24.7,10.8,High,38,Heels,Blue,Wide Fit,Mesh,Online,0.89,Y,3,4,4,N,N
7169,F,21,Ras Al Khaimah,26.1,9.0,High,39,Sports,Pink,None,Vegan,Online,0.98,Y,6,4,4,N,N
7170,F,56,Sharjah,26.0,10.0,Low,38,Heels,Pink,Wide Fit,Leather,Offline,0.95,Y,3,3,4,N,N
7171,M,26,Sharjah,28.2,10.9,Normal,41,Sports,Silver,Glitter,Canvas,Online,0.98,Y,8,4,4,N,N
7172,M,43,Dubai,28.0,11.8,Normal,41,Sandals,Red,Embroidery,Synthetic,Online,0.87,Y,4,4,4,N,N
7173,M,46,Dubai,27.6,11.9,Normal,40,Sports,Beige,Vegan Material,Vegan,Offline,0.86,Y,6,4,4,N,N
7174,M,46,Dubai,28.4,11.9,Normal,42,Loafers,Red,None,Synthetic,Online,0.96,Y,6,4,4,N,N
7175,M,48,Dubai,28.4,12.3,Normal,42,Heels,Pink,Vegan Material,Synthetic,Online,0.97,Y,9,5,5,N,N
7176,M,52,Abu Dhabi,26.4,11.1,Normal,38,Sports,Pink,Embroidery,Canvas,Offline,0.94,Y,4,4,4,N,N
7177,F,60,Dubai,24.2,9.6,Normal,36,Sports,Black,Initials,Mesh,Online,0.92,Y,7,5,5,N,N
7178,F,44,Ajman,24.2,9.8,Normal,37,Heels,White,None,Leather,Online,0.83,Y,9,3,3,N,N
7179,M,30,Abu Dhabi,25.5,10.7,Normal,38,Sports,Pink,Initials,Vegan,Online,0.84,Y,7,5,5,N,N
7180,M,31,Ajman,30.1,11.8,High,43,Heels,Red,Vegan Material,Mesh,Offline,0.98,Y,4,3,3,N,N
7181,F,29,Ajman,24.7,10.8,High,38,Sneakers,Red,None,Vegan,Offline,0.95,Y,9,5,5,N,N
7182,F,29,Dubai,26.7,9.9,Low,40,Loafers,Silver,Embroidery,Synthetic,Online,0.88,Y,5,4,4,N,N
7183,F,52,Sharjah,23.9,9.7,Normal,36,Boots,Beige,Wide Fit,Leather,Online,0.8,Y,4,5,5,N,N
7184,M,27,Fujairah,29.6,11.0,High,43,Sports,Gold,Embroidery,Synthetic,Online,0.82,Y,3,4,4,N,N
7185,M,30,Dubai,28.1,11.0,Normal,42,Sandals,Red,None,Leather,Online,0.98,Y,4,3,3,N,N
7186,F,33,Dubai,25.6,9.4,Normal,41,Loafers,White,Wide Fit,Leather,Offline,0.92,Y,8,4,3,N,Y
7187,M,24,Sharjah,26.0,11.1,Normal,42,Boots,Green,Embroidery,Vegan,Online,0.91,Y,7,4,4,N,N
7188,M,33,Dubai,23.6,10.9,Normal,38,Boots,Beige,Initials,Synthetic,Online,0.87,Y,3,5,5,N,N
7189,M,48,Ajman,27.5,11.3,Normal,41,Sports,Brown,Wide Fit,Leather,Offline,0.92,Y,4,5,5,N,N
7190,M,19,Sharjah,27.8,12.5,Normal,40,Loafers,White,Initials,Vegan,Online,0.89,Y,3,3,3,N,N
7191,F,58,Umm Al Quwain,27.0,9.7,Normal,41,Loafers,Silver,Initials,Mesh,Online,0.95,Y,5,5,5,N,Y
7192,M,47,Sharjah,27.0,11.3,Normal,41,Loafers,Beige,Wide Fit,Leather,Offline,0.9,Y,10,4,4,N,N
7193,M,59,Dubai,29.8,10.4,Normal,42,Loafers,Blue,Glitter,Leather,Online,0.86,Y,6,3,3,N,N
7194,F,32,Abu Dhabi,21.4,9.8,Normal,33,Boots,Red,Embroidery,Vegan,Online,0.88,Y,3,4,4,N,N
7195,M,54,Fujairah,29.7,12.5,Normal,42,Sneakers,Pink,None,Mesh,Online,0.93,Y,3,4,4,N,N
7196,F,45,Dubai,24.1,9.8,Normal,37,Loafers,Brown,Glitter,Leather,Online,0.86,Y,5,5,5,N,N
7197,F,56,Abu Dhabi,25.2,9.3,Normal,38,Sports,Blue,Wide Fit,Leather,Online,0.93,Y,7,5,5,N,N
7198,M,54,Ajman,28.2,11.1,High,42,Loafers,Gold,None,Leather,Online,0.81,Y,6,4,4,N,N
7199,F,34,Dubai,25.0,9.3,Normal,36,Heels,Silver,Embroidery,Leather,Online,0.88,Y,5,4,4,N,N
7200,M,30,Dubai,28.6,11.9,Normal,42,Loafers,Black,None,Mesh,Offline,0.86,Y,8,5,5,N,N
7201,F,35,Umm Al Quwain,25.8,9.7,Normal,40,Loafers,Gold,None,Leather,Online,0.95,Y,4,5,5,N,N
7202,F,55,Ajman,23.4,9.5,Normal,36,Sandals,Pink,Embroidery,Mesh,Online,0.87,Y,3,1,1,N,N
7203,F,55,Dubai,27.9,10.2,Normal,40,Heels,Red,Embroidery,Canvas,Online,0.9,Y,5,5,5,N,N
7204,F,36,Dubai,23.0,10.0,Low,35,Sneakers,Silver,Vegan Material,Vegan,Online,0.87,Y,10,4,4,N,N
7205,M,20,Dubai,28.1,12.4,Normal,42,Boots,Beige,Vegan Material,Mesh,Online,0.99,Y,7,4,4,N,N
7206,F,33,Sharjah,25.0,9.9,High,37,Heels,Beige,Glitter,Canvas,Online,0.84,Y,8,4,4,N,N
7207,F,57,Fujairah,23.3,10.5,Normal,36,Sports,White,None,Leather,Offline,0.89,Y,3,4,4,N,N
7208,M,31,Dubai,28.5,11.6,Low,40,Sports,Black,None,Vegan,Online,0.88,N,5,5,5,N,N
7209,M,25,Dubai,28.6,12.3,High,43,Loafers,Blue,Embroidery,Vegan,Online,0.91,Y,4,5,5,N,N
7210,F,22,Sharjah,22.6,9.1,Normal,35,Sneakers,Pink,Initials,Vegan,Online,0.93,Y,5,2,2,Y,N
7211,F,20,Abu Dhabi,25.1,11.1,Low,38,Sports,Beige,Vegan Material,Mesh,Online,0.93,N,3,5,5,N,N
7212,M,60,Umm Al Quwain,26.4,12.3,Normal,38,Heels,Pink,None,Mesh,Offline,0.88,Y,6,5,5,N,N
7213,M,22,Sharjah,29.0,12.6,Normal,42,Sneakers,Beige,Wide Fit,Vegan,Online,0.84,Y,6,5,5,N,N
7214,M,54,Dubai,28.0,11.0,Normal,40,Loafers,Gold,Glitter,Vegan,Online,0.97,N,3,5,5,N,N
7215,F,51,Dubai,24.7,10.4,Normal,36,Boots,Silver,Wide Fit,Leather,Online,0.91,Y,4,5,5,N,N
7216,M,48,Abu Dhabi,26.7,11.1,Normal,39,Heels,White,Glitter,Canvas,Online,1.0,N,10,5,5,N,N
7217,M,43,Sharjah,29.9,10.6,Normal,43,Sports,Pink,Wide Fit,Mesh,Offline,0.83,Y,3,4,4,N,N
7218,F,60,Abu Dhabi,24.1,10.5,Normal,38,Heels,Green,Wide Fit,Leather,Online,0.84,Y,3,5,5,N,N
7219,F,20,Fujairah,26.9,10.2,Low,41,Sandals,White,Wide Fit,Mesh,Online,0.99,Y,6,4,4,N,Y
7220,M,43,Abu Dhabi,23.3,12.6,Normal,37,Heels,White,Initials,Synthetic,Offline,0.96,N,3,5,5,N,N
7221,M,57,Abu Dhabi,26.1,10.3,High,38,Sports,Red,None,Canvas,Online,0.92,Y,7,5,5,N,N
7222,M,45,Dubai,27.9,11.6,Normal,42,Loafers,Blue,None,Leather,Online,0.85,Y,3,5,1,Y,N
7223,F,38,Dubai,23.2,9.7,Normal,36,Sandals,Gold,None,Synthetic,Online,0.88,Y,7,3,3,N,N
7224,M,36,Sharjah,25.1,11.5,High,37,Loafers,Green,Embroidery,Mesh,Offline,0.94,Y,7,2,2,Y,N
7225,M,34,Dubai,25.3,10.8,Normal,37,Boots,Black,Glitter,Leather,Online,0.83,Y,7,2,2,N,N
7226,M,40,Dubai,27.1,11.3,Normal,39,Sports,Brown,Initials,Mesh,Offline,0.93,Y,3,5,1,Y,N
7227,F,57,Abu Dhabi,26.1,10.4,High,38,Heels,Beige,None,Leather,Offline,0.9,Y,5,5,5,N,N
7228,F,43,Dubai,24.6,9.7,High,38,Boots,Brown,None,Leather,Online,0.83,Y,5,5,5,N,N
7229,F,57,Dubai,24.8,9.4,Low,37,Sports,Blue,Initials,Synthetic,Online,0.88,Y,4,1,1,Y,N
7230,M,51,Abu Dhabi,27.8,10.3,Normal,40,Loafers,Red,Glitter,Synthetic,Online,0.99,Y,9,4,4,N,N
7231,M,53,Abu Dhabi,28.8,12.0,Normal,41,Sandals,White,Wide Fit,Mesh,Offline,0.88,Y,10,5,5,N,N
7232,M,35,Dubai,24.5,12.1,Low,37,Sneakers,Silver,None,Canvas,Online,0.87,Y,7,3,3,N,N
7233,M,38,Fujairah,27.0,11.4,High,40,Sandals,Black,Glitter,Synthetic,Online,0.97,Y,10,5,5,N,N
7234,M,50,Sharjah,28.5,11.0,High,42,Boots,Pink,Embroidery,Mesh,Online,0.83,Y,10,5,1,Y,N
7235,F,39,Dubai,22.1,9.2,Normal,37,Sandals,Green,None,Mesh,Online,1.0,Y,5,5,5,N,N
7236,F,25,Dubai,24.1,9.0,Normal,38,Sneakers,Green,Glitter,Vegan,Online,0.9,Y,10,5,5,N,N
7237,M,30,Sharjah,29.1,11.7,Normal,42,Loafers,Green,Wide Fit,Leather,Offline,0.92,N,5,5,5,N,N
7238,F,25,Abu Dhabi,23.2,10.5,High,36,Heels,Green,None,Leather,Online,0.86,Y,8,4,4,N,N
7239,F,43,Fujairah,23.8,9.7,Normal,38,Loafers,White,Glitter,Synthetic,Online,0.91,Y,3,5,5,N,N
7240,M,30,Ras Al Khaimah,24.4,10.4,Normal,37,Heels,Pink,None,Synthetic,Online,0.96,Y,9,4,4,N,N
7241,M,30,Sharjah,25.2,10.2,High,40,Boots,Black,None,Mesh,Online,0.82,Y,6,5,5,N,N
7242,M,56,Abu Dhabi,23.0,11.2,Normal,37,Boots,Blue,None,Synthetic,Online,0.85,Y,9,5,5,N,N
7243,M,34,Dubai,25.7,12.0,Normal,38,Boots,Brown,Embroidery,Synthetic,Online,0.91,Y,6,5,5,N,N
7244,F,41,Dubai,25.6,8.5,Normal,40,Sports,Red,None,Vegan,Online,0.94,Y,5,3,3,N,N
7245,M,38,Dubai,25.9,10.9,Normal,39,Sports,Green,Wide Fit,Synthetic,Online,0.83,Y,5,4,4,N,N
7246,F,45,Dubai,23.3,9.5,Normal,36,Loafers,Blue,None,Canvas,Online,0.96,Y,8,5,5,N,N
7247,F,50,Abu Dhabi,26.3,9.4,Normal,38,Sports,Black,None,Vegan,Online,0.9,Y,7,5,5,N,N
7248,F,35,Abu Dhabi,23.8,9.9,Normal,36,Loafers,Brown,Glitter,Vegan,Online,0.81,Y,9,1,1,N,N
7249,F,32,Fujairah,24.5,9.2,High,37,Heels,White,Glitter,Mesh,Online,0.99,Y,4,5,5,N,N
7250,F,51,Abu Dhabi,24.8,9.3,Normal,40,Sneakers,Pink,Wide Fit,Vegan,Online,0.86,Y,8,5,5,N,N
7251,F,39,Abu Dhabi,25.9,10.2,Normal,39,Boots,Green,Vegan Material,Vegan,Online,0.82,Y,5,1,5,N,N
7252,M,29,Dubai,25.8,11.1,Normal,38,Sneakers,Red,Vegan Material,Vegan,Online,0.98,Y,5,4,4,N,N
7253,M,39,Abu Dhabi,26.9,9.6,Normal,39,Boots,Red,Wide Fit,Canvas,Online,0.84,Y,4,4,4,N,N
7254,M,24,Fujairah,25.7,11.9,Normal,39,Boots,Green,Initials,Vegan,Online,0.82,Y,3,5,5,N,N
7255,F,57,Dubai,23.0,8.5,Low,35,Loafers,Pink,Embroidery,Vegan,Online,0.94,Y,4,2,5,Y,N
7256,F,39,Dubai,26.7,9.5,Normal,39,Loafers,Pink,Wide Fit,Mesh,Offline,0.86,Y,5,3,1,Y,N
7257,M,21,Dubai,24.8,11.9,Normal,37,Boots,Brown,None,Vegan,Online,0.8,Y,3,4,4,N,N
7258,F,30,Abu Dhabi,24.9,9.5,Normal,37,Sports,Gold,Wide Fit,Vegan,Online,0.86,Y,7,5,5,N,N
7259,M,38,Fujairah,29.4,10.9,Normal,43,Sports,Silver,None,Mesh,Online,0.87,Y,9,5,2,Y,N
7260,M,30,Fujairah,27.5,10.1,Normal,42,Boots,Red,Glitter,Synthetic,Online,0.82,Y,7,4,4,N,N
7261,F,34,Ras Al Khaimah,21.3,10.2,Low,32,Loafers,Black,None,Canvas,Online,0.84,Y,3,4,4,N,N
7262,M,54,Abu Dhabi,29.0,11.2,Low,41,Loafers,Pink,None,Canvas,Offline,0.97,Y,6,3,3,N,N
7263,M,19,Abu Dhabi,28.1,11.5,Normal,41,Heels,Blue,None,Canvas,Offline,0.95,Y,10,3,3,N,N
7264,M,41,Dubai,27.6,9.9,High,42,Sports,Blue,Glitter,Leather,Online,0.98,Y,6,4,3,N,N
7265,M,52,Abu Dhabi,27.4,11.1,High,38,Boots,Brown,Wide Fit,Leather,Online,0.96,Y,4,5,5,N,N
7266,M,20,Ras Al Khaimah,29.6,10.2,Normal,44,Boots,Silver,Vegan Material,Canvas,Online,0.89,Y,7,4,4,N,Y
7267,F,45,Dubai,23.3,9.7,Normal,37,Sandals,Black,None,Vegan,Offline,0.95,Y,7,5,5,N,N
7268,M,25,Fujairah,24.4,10.8,Normal,39,Sneakers,White,Glitter,Canvas,Online,0.81,Y,3,4,4,N,N
7269,M,25,Abu Dhabi,25.5,10.6,Normal,38,Heels,Silver,Wide Fit,Canvas,Offline,0.97,Y,8,4,4,N,N
7270,M,25,Fujairah,25.9,11.8,Normal,40,Heels,Green,Initials,Mesh,Online,0.95,Y,9,3,4,N,N
7271,M,19,Abu Dhabi,26.3,11.2,Normal,40,Sandals,Brown,Vegan Material,Vegan,Offline,0.96,Y,8,5,5,N,N
7272,F,20,Abu Dhabi,22.1,9.9,Normal,35,Sneakers,Brown,None,Synthetic,Offline,0.86,Y,3,4,4,N,N
7273,F,18,Umm Al Quwain,23.1,9.6,High,38,Sneakers,Blue,Initials,Synthetic,Offline,0.93,Y,10,5,5,N,N
7274,M,19,Abu Dhabi,24.5,10.4,Normal,38,Loafers,Red,Vegan Material,Canvas,Online,0.96,N,5,4,4,N,N
7275,F,30,Dubai,25.6,10.3,Normal,39,Boots,Gold,Vegan Material,Vegan,Online,0.92,Y,6,5,3,N,N
7276,M,20,Sharjah,29.3,10.8,Low,43,Loafers,Green,None,Canvas,Online,0.94,Y,10,3,3,N,N
7277,M,21,Abu Dhabi,30.6,11.4,Normal,43,Heels,Brown,None,Mesh,Online,0.99,Y,10,4,4,N,N
7278,F,37,Abu Dhabi,25.9,10.0,Normal,38,Sandals,Pink,None,Synthetic,Offline,0.93,Y,6,4,4,N,N
7279,M,49,Abu Dhabi,28.3,10.6,Normal,42,Loafers,Pink,Wide Fit,Vegan,Online,0.84,Y,10,4,4,N,N
7280,F,21,Ras Al Khaimah,26.0,9.9,Normal,39,Heels,Pink,None,Mesh,Online,0.86,Y,3,4,4,N,N
7281,M,38,Dubai,26.2,10.2,Normal,38,Sandals,Beige,None,Synthetic,Online,0.87,Y,9,5,5,N,N
7282,M,43,Ajman,26.9,10.8,Normal,40,Heels,Green,Vegan Material,Vegan,Online,0.91,Y,4,5,5,N,N
7283,M,35,Fujairah,28.0,10.3,Normal,42,Loafers,Green,Initials,Canvas,Offline,0.92,Y,8,4,4,N,N
7284,M,33,Sharjah,28.5,11.7,Normal,42,Heels,Blue,Glitter,Vegan,Online,0.92,Y,10,4,4,N,N
7285,M,37,Dubai,28.5,11.7,Normal,43,Sports,Black,None,Canvas,Online,0.87,Y,3,4,4,N,N
7286,M,27,Dubai,27.0,10.2,High,39,Loafers,White,Vegan Material,Vegan,Online,0.85,Y,5,2,2,Y,N
7287,M,56,Sharjah,26.6,10.4,Normal,41,Sports,Blue,None,Vegan,Online,0.94,Y,6,5,5,N,N
7288,F,57,Abu Dhabi,25.0,9.9,Normal,39,Loafers,Beige,None,Vegan,Offline,0.83,Y,10,4,4,N,N
7289,M,50,Dubai,30.0,12.6,Normal,45,Sports,Brown,Initials,Leather,Online,0.91,Y,5,5,5,N,Y
7290,F,31,Sharjah,25.2,9.3,Normal,40,Sandals,Green,Wide Fit,Canvas,Offline,0.91,Y,7,4,4,N,N
7291,F,35,Abu Dhabi,23.1,9.2,Low,36,Sneakers,Brown,Initials,Synthetic,Online,0.97,Y,4,5,5,N,N
7292,M,37,Umm Al Quwain,27.7,10.3,Low,41,Sandals,Brown,Wide Fit,Canvas,Offline,0.96,Y,3,5,5,N,N
7293,F,18,Dubai,23.3,9.6,Low,37,Sports,Gold,None,Canvas,Online,0.82,Y,10,5,5,N,N
7294,F,56,Fujairah,24.7,9.6,Normal,36,Loafers,Blue,Wide Fit,Mesh,Online,1.0,Y,6,4,4,N,N
7295,M,34,Ras Al Khaimah,28.6,10.9,Normal,40,Sneakers,Red,None,Canvas,Offline,0.81,Y,4,3,3,N,N
7296,F,28,Dubai,23.3,9.7,Low,37,Sandals,Pink,Embroidery,Mesh,Offline,0.85,Y,3,5,5,N,N
7297,F,29,Abu Dhabi,22.9,9.6,Normal,35,Boots,Green,Wide Fit,Synthetic,Online,0.89,N,9,4,4,N,N
7298,M,36,Dubai,24.3,11.1,Normal,37,Sneakers,Pink,None,Synthetic,Online,0.85,Y,9,4,4,N,N
7299,F,33,Umm Al Quwain,24.5,9.9,Normal,37,Heels,Brown,Embroidery,Vegan,Online,0.84,Y,5,5,5,N,N
7300,F,49,Abu Dhabi,28.1,9.8,Normal,40,Sandals,Silver,Wide Fit,Leather,Online,0.87,Y,8,5,5,N,N
7301,F,36,Abu Dhabi,23.7,10.6,Normal,36,Sneakers,Pink,Initials,Canvas,Online,0.97,N,7,2,2,Y,N
7302,F,35,Abu Dhabi,24.8,11.5,High,38,Sandals,White,Initials,Canvas,Online,0.9,Y,5,5,5,N,N
7303,F,57,Sharjah,26.8,9.4,Normal,39,Heels,Gold,None,Canvas,Online,0.88,Y,3,3,3,N,N
7304,F,35,Abu Dhabi,25.5,9.4,Normal,38,Sneakers,Silver,Embroidery,Canvas,Online,0.84,Y,3,4,4,N,N
7305,M,32,Dubai,24.9,11.6,High,38,Sneakers,Blue,None,Synthetic,Online,0.83,Y,7,5,5,N,N
7306,F,40,Abu Dhabi,25.3,10.4,Normal,40,Heels,Beige,Wide Fit,Leather,Offline,0.93,Y,6,2,2,Y,N
7307,F,24,Dubai,25.7,10.0,High,38,Boots,Gold,Wide Fit,Synthetic,Offline,0.87,Y,6,5,5,N,N
7308,M,43,Dubai,28.9,12.6,Normal,42,Sports,Black,Vegan Material,Leather,Online,0.9,Y,7,4,4,N,N
7309,M,54,Sharjah,22.8,11.2,Low,36,Sports,Red,Wide Fit,Vegan,Online,0.86,Y,10,4,4,N,N
7310,M,58,Ajman,24.8,11.3,Normal,39,Heels,Silver,Embroidery,Vegan,Offline,0.97,Y,5,4,5,N,N
7311,M,43,Abu Dhabi,30.7,12.0,Normal,44,Heels,Black,Wide Fit,Synthetic,Online,0.94,Y,3,2,1,Y,Y
7312,F,32,Dubai,25.3,9.6,Normal,39,Heels,White,Glitter,Canvas,Offline,0.98,Y,3,5,5,N,N
7313,F,58,Umm Al Quwain,24.8,10.5,Normal,37,Sandals,Brown,None,Synthetic,Online,0.92,N,6,4,4,N,N
7314,M,35,Dubai,24.2,11.5,High,37,Sneakers,Pink,None,Canvas,Online,0.92,Y,6,5,1,N,N
7315,M,51,Dubai,28.6,11.5,Low,43,Loafers,Silver,Glitter,Synthetic,Online,0.91,Y,8,5,5,N,N
7316,M,24,Sharjah,27.9,11.1,High,40,Loafers,Beige,None,Synthetic,Online,0.85,Y,6,5,2,Y,N
7317,F,40,Abu Dhabi,25.8,8.3,High,38,Boots,Gold,None,Leather,Offline,0.88,Y,4,4,4,N,N
7318,M,44,Dubai,27.8,11.2,High,41,Sports,Black,Initials,Canvas,Offline,0.97,Y,8,5,5,N,N
7319,F,29,Abu Dhabi,26.8,11.3,High,40,Loafers,Beige,None,Leather,Online,0.99,Y,6,4,4,N,N
7320,M,40,Abu Dhabi,29.3,11.0,Normal,42,Sandals,White,None,Vegan,Online,0.87,Y,7,5,5,N,N
7321,F,27,Dubai,25.8,10.4,Normal,38,Sandals,Blue,Embroidery,Leather,Online,0.96,Y,4,3,3,N,N
7322,M,60,Dubai,30.7,10.5,Normal,44,Sports,Brown,Vegan Material,Leather,Online,0.81,Y,4,5,5,N,Y
7323,F,18,Dubai,25.2,9.6,Normal,40,Heels,Brown,Initials,Mesh,Online,0.83,Y,3,5,5,N,N
7324,M,42,Abu Dhabi,30.6,12.8,Normal,45,Sports,Red,Wide Fit,Synthetic,Online,0.89,Y,8,5,5,N,Y
7325,M,49,Abu Dhabi,27.7,10.0,High,41,Heels,Blue,Glitter,Mesh,Online,0.9,Y,4,3,3,N,N
7326,M,47,Dubai,24.8,10.5,Normal,37,Loafers,White,Wide Fit,Canvas,Online,0.94,Y,5,5,5,N,N
7327,M,35,Dubai,27.6,11.2,Normal,41,Sandals,Black,Embroidery,Mesh,Offline,0.94,Y,8,5,4,N,N
7328,F,56,Fujairah,24.4,10.7,Normal,36,Loafers,Green,None,Vegan,Online,0.85,Y,7,5,5,N,N
7329,F,39,Dubai,24.7,9.4,Normal,38,Sandals,Black,Vegan Material,Leather,Online,0.99,Y,7,4,4,N,N
7330,F,40,Abu Dhabi,26.3,9.7,High,39,Boots,Gold,Wide Fit,Synthetic,Online,0.85,Y,9,5,5,N,N
7331,F,43,Abu Dhabi,24.7,8.9,Normal,38,Heels,Brown,Glitter,Synthetic,Offline,0.9,Y,10,5,5,N,N
7332,F,31,Umm Al Quwain,26.3,8.6,Normal,38,Sandals,White,Initials,Mesh,Online,0.93,Y,7,4,4,N,N
7333,F,51,Abu Dhabi,23.8,10.0,Low,39,Sandals,Red,None,Canvas,Online,0.95,Y,9,5,5,N,N
7334,F,59,Ajman,24.6,10.2,Normal,37,Boots,Red,Vegan Material,Synthetic,Online,0.84,Y,8,5,5,N,N
7335,M,19,Dubai,27.0,11.6,Normal,39,Sneakers,Red,None,Canvas,Offline,0.97,N,5,5,5,N,N
7336,M,19,Fujairah,28.7,10.7,High,43,Sandals,Pink,None,Canvas,Online,0.89,Y,7,5,2,N,N
7337,F,21,Dubai,23.6,10.0,Normal,37,Heels,Pink,None,Canvas,Online,0.88,Y,6,4,4,N,N
7338,F,60,Abu Dhabi,27.6,9.7,Normal,40,Sports,Gold,None,Canvas,Online,0.97,Y,8,5,5,N,N
7339,F,57,Abu Dhabi,27.0,9.9,Low,40,Sports,Blue,None,Synthetic,Offline,0.85,Y,8,4,4,N,N
7340,F,50,Abu Dhabi,27.2,9.6,Normal,40,Sneakers,Pink,Initials,Canvas,Online,0.86,Y,5,5,5,N,N
7341,F,60,Sharjah,22.1,10.3,Normal,37,Sneakers,Pink,Vegan Material,Leather,Online,0.96,Y,4,5,5,N,N
7342,F,29,Abu Dhabi,22.3,9.1,Normal,33,Boots,Brown,Glitter,Synthetic,Online,0.94,Y,6,4,4,N,N
7343,M,33,Abu Dhabi,26.8,12.3,Normal,40,Boots,Brown,None,Mesh,Online,0.89,Y,9,3,3,N,N
7344,M,29,Sharjah,28.2,10.9,Normal,40,Heels,Pink,Embroidery,Leather,Online,0.99,Y,7,5,5,N,N
7345,M,21,Sharjah,29.5,11.0,Low,43,Loafers,Beige,None,Mesh,Online,0.91,Y,8,5,5,N,N
7346,F,25,Ras Al Khaimah,23.2,9.6,High,35,Loafers,Blue,Initials,Synthetic,Online,0.84,Y,6,5,5,N,N
7347,F,23,Sharjah,24.7,9.9,Normal,37,Sneakers,Brown,Embroidery,Synthetic,Online,0.95,Y,5,5,5,N,N
7348,F,57,Abu Dhabi,24.7,10.8,Normal,38,Sandals,Gold,None,Synthetic,Online,0.8,Y,8,4,4,N,N
7349,M,26,Dubai,28.8,10.4,Low,41,Boots,Pink,Vegan Material,Mesh,Online,0.97,Y,9,5,5,N,N
7350,M,30,Dubai,28.1,12.0,Normal,41,Loafers,Red,None,Canvas,Online,0.9,Y,4,5,5,N,N
7351,F,57,Abu Dhabi,24.9,9.8,High,36,Sports,Gold,None,Mesh,Offline,0.95,Y,5,3,3,N,N
7352,F,30,Dubai,22.8,9.7,Normal,36,Loafers,Green,Initials,Leather,Offline,0.88,Y,4,5,5,N,N
7353,F,55,Abu Dhabi,23.4,10.2,Normal,37,Sandals,Blue,Glitter,Vegan,Online,0.85,Y,3,5,5,N,N
